id_lieu;realisateur_ice;fk_oeuvre;fk_localisation;date_de_debut;date_de_fin
2018-1456;CEDRIC KLAPISCH;198;4078;2018-11-27;2018-11-27
2017-836;Bryan Marciano;848;2424;2017-10-20;2017-10-20
2019-909;Nicolas Guicheteau;229;3414;2019-08-15;2019-08-15
2017-88;ZABOU BREITMAN;131;1344;2017-03-03;2017-03-03
2018-1458;Etgar KERET et Shira GEFFEN;350;3602;2018-11-30;2018-12-01
2017-856;Nicole Palo;461;128;2017-11-09;2017-11-09
2019-1230;Quentin Reynaud;151;2311;2019-09-26;2019-09-26
2016-2624;MICHEL HAZANAVICIUS;457;3008;2016-08-01;2016-08-02
2019-1097;Eric Rochant, Jacques Audiard, Anna Novion, Samuel Collardey;433;3264;2019-09-19;2019-09-20
2017-784;Ken Biller;275;3152;2017-10-27;2017-10-27
2019-786;John WAX, Jean-Pascal ZADI;788;1351;2019-07-10;2019-07-11
2016-2630;MAXIME GOVARE;338;2050;2016-09-23;2016-09-23
2019-1103;JEREMY MINUI;667;4393;2019-09-10;2019-09-10
2017-793;Pierre-André Lhomme;55;5165;2017-12-03;2017-12-03
2019-797;VLADIMIR DE FONTENAY/MARIE MONGE;838;922;2019-08-06;2019-09-16
2017-103;Masaki NISHIURA;292;5323;2017-03-15;2017-03-15
2019-1132;Darren Star;222;1114;2019-09-13;2019-09-14
2017-944;Nicolas HERDT;153;2364;2017-11-15;2017-11-15
2019-815;David Hugonot Petit;549;4274;2019-07-09;2019-07-09
2017-108;;173;2120;2017-03-14;2017-03-14
2019-1384;JEAN-CHRISTOPHE DELPIAS;39;4290;2019-10-16;2019-10-16
2017-947;NICOLAS SAADA;758;4597;2017-11-20;2017-11-20
2019-1144;Geoff Sax;835;5203;2019-09-19;2019-09-20
2017-215;Manuel Laigre;201;502;2017-03-29;2017-03-30
2019-705;Damien Chazelle;764;2726;2019-06-24;2019-06-25
2019-1401;VLADIMIR DE FONTENAY/MARIE MONGE;838;2588;2019-10-14;2019-10-14
2017-948;NICOLAS SAADA;758;4186;2017-11-23;2017-11-23
2019-1164;Jérôme Bonnell;628;2813;2019-09-13;2019-09-13
2017-227;;802;1703;2017-03-29;2017-03-30
2019-706;FRANCK GASTAMBIDE;837;3605;2019-06-24;2019-06-26
2018-759;Etienne Chatiliez;750;1151;2018-07-12;2018-07-12
2017-960;SIMON ASTIER;39;2210;2017-11-29;2017-11-29
2018-1154;Pascal Lahmani;117;4458;2018-10-16;2018-10-17
2017-245;ZABOU BREITMAN;136;379;2017-03-30;2017-03-30
2019-1311;Mathias Malzieu;833;4428;2019-10-17;2019-10-18
2018-789;Mohamed HAMIDI;494;3143;2018-07-10;2018-07-10
2017-974;David Hourrègue;726;3100;2017-11-23;2017-11-23
2018-1161;Claude Lelouch;509;4036;2018-10-05;2018-10-05
2017-258;FRED GARSON;766;1588;2017-04-10;2017-04-10
2018-1384;Jezabel MARQUES NAKACHE;729;1404;2018-11-12;2018-11-12
2018-1484;Yoann Guillouzouic;646;1609;2018-12-06;2018-12-07
2017-993;NICOLAS SAADA;759;4056;2017-11-24;2017-11-24
2018-1187;Edouard DELUC;754;3770;2018-10-11;2018-10-11
2017-14;Philippe MECHELEN / Julien HERVE;440;2416;2017-02-28;2017-02-28
2018-1388;Yvan Attal;581;2884;2018-11-14;2018-11-14
2018-1498;Frederic Farrucci;410;1497;2018-12-03;2018-12-06
2017-996;M. CHOY CHING SHING CLEMENT;598;4114;2017-11-23;2017-11-23
2018-1193;Amro Hamzawi;246;3040;2018-10-12;2018-10-12
2017-37;Claire Denis;193;4569;2017-02-21;2017-02-21
2018-1391;GREGORY MAGNE;373;4912;2018-11-09;2018-11-11
2018-878;DOMINIK MOLL;215;1201;2018-08-06;2018-08-06
2017-712;Jonathan;742;3038;2017-10-23;2017-10-23
2018-1195;Amro Hamzawi;246;620;2018-10-09;2018-10-09
2017-66;Nicolas Guicheteau;588;1436;2017-03-02;2017-03-02
2018-1507;CEDRIC KLAPISCH;198;3146;2018-12-06;2018-12-06
2018-1561;Yoann Guillouzouic;646;397;2018-12-20;2018-12-20
2017-716;Jonathan;742;2974;2017-10-18;2017-10-18
2019-838;NOEMIE SAGLIO;630;1487;2019-07-11;2019-07-11
2017-305;ZABOU BREITMAN;137;3878;2017-04-13;2017-04-13
2019-434;Noemie Saglio - Renaud Bertrand;649;2846;2019-04-17;2019-04-19
2018-1565;Arnaud Sélignac;194;553;2018-12-18;2018-12-22
2017-748;Félix Moati;7;3881;2017-11-03;2017-11-04
2019-848;Eva Husson;285;3819;2019-07-23;2019-07-23
2017-307;Pape Amadou SY;682;4916;2017-04-20;2017-04-20
2019-448;LUCIEN JEAN BAPTISTE;299;2752;2019-05-02;2019-05-02
2019-158;SAMIR GUESMI;298;228;2019-02-21;2019-02-21
2017-1187;Hervé Mimran;811;317;2017-05-24;2017-05-25
2019-1201;Darren Star;222;4421;2019-09-21;2019-09-21
2017-311;ELEONORE POURRIAT;318;204;2017-04-20;2017-04-20
2018-1428;Guillaume LUBRANO et François DESCRAQUES;183;4475;2018-11-17;2018-11-18
2017-1188;Hervé Mimran;811;2769;2017-05-24;2017-05-24
2019-1217;Michael Schur;767;3747;2019-09-30;2019-09-30
2017-312;ELEONORE POURRIAT;318;1245;2017-04-20;2017-04-20
2018-1448;CHUN CHIEH;118;1252;2018-11-28;2018-11-28
2017-1194;Franck Dubosc;785;667;2017-06-02;2017-06-02
2019-1221;Michael Schur;767;4370;2019-09-30;2019-09-30
2017-150;Rachid Bouchareb;85;968;2017-03-28;2017-03-28
2018-1455;CEDRIC KLAPISCH;198;2542;2018-11-29;2018-11-29
2017-801;Jonathan Desoindre;742;3426;2017-11-08;2017-11-08
2018-1200;Louis-do Lencquesaing;419;999;2018-10-09;2018-10-10
2017-177;ZABOU BREITMAN;133;1730;2017-03-20;2017-03-20
2019-1098;Damien Chazelle;764;2862;2019-09-12;2019-09-12
2017-806;Jonathan Desoindre;742;5106;2017-11-06;2017-11-06
2019-1017;Ayuko TSUKAHARA,;280;3735;2019-08-01;2019-08-01
2017-502;Léa Fazer;592;3645;2017-09-11;2017-09-12
2019-1120;Suzanne Lindon;709;56;2019-09-19;2019-09-20
2017-811;Jonathan Desoindre;742;237;2017-10-26;2017-10-26
2019-1019;Coline Pagoda;451;5388;2019-07-31;2019-07-31
2017-514;Mabrouk el Mechri;607;4272;2017-09-15;2017-09-15
2019-1391;Darren Star;222;4327;2019-10-14;2019-10-14
2017-1071;Steven Conrad;533;1361;2017-12-01;2017-12-01
2019-1031;;222;2897;2019-08-13;2019-08-14
2017-520;MARIE-CASTILLE MENTION-SCHAAR;391;3711;2017-09-22;2017-09-22
2019-1400;VLADIMIR DE FONTENAY/MARIE MONGE;838;1241;2019-10-14;2019-10-14
2017-1073;Pascal Thomas;122;1313;2017-12-04;2017-12-04
2019-1037;Nicolas Guicheteau;229;2991;2019-08-22;2019-08-22
2017-522;MARIE-CASTILLE MENTION-SCHAAR;391;1451;2017-09-26;2017-09-26
2018-765;Julius Berg;620;613;2018-07-06;2018-07-06
2017-1104;MARION LAINE;429;2322;2017-12-22;2017-12-22
2019-1237;Thierry De Peretti;473;1839;2019-09-26;2019-09-27
2017-535;Lea FAZER;592;4440;2017-09-22;2017-09-22
2018-779;Etienne Chatiliez;750;724;2018-07-20;2018-07-20
2017-1557;Stéphane ARTUS;181;4480;2017-08-26;2017-08-26
2019-1241;David Hugonot Petit;586;1340;2019-09-25;2019-09-25
2017-559;Hugo Blick;87;1042;2017-09-25;2017-09-25
2018-780;Etienne Chatiliez;750;3597;2018-07-19;2018-07-20
2017-1559;Harry Bradbeer;341;2285;2017-07-24;2017-07-24
2019-1250;David Hugonot Petit;586;3372;2019-09-24;2019-09-24
2017-569;Huo Jianqi;701;4234;2017-09-29;2017-09-29
2018-1474;Katia LEWKOWICZ;260;2320;2018-11-30;2018-11-30
2017-920;Nadav Lapid;746;4385;2017-11-13;2017-11-13
2019-1254;Laurent Cantet;56;1119;2019-10-01;2019-10-02
2017-452;Sandrine Dumas;330;3360;2017-08-29;2017-08-29
2018-1479;Murielle Magellan;92;305;2018-12-04;2018-12-04
2017-932;Nadav Lapid;746;4344;2017-11-21;2017-11-21
2019-1262;Andre Erkau;279;3735;2019-10-03;2019-10-03
2017-621;Maxime Matray et Alexia Walther;88;5388;2017-10-20;2017-10-20
2018-1494;Frederic Farrucci;410;1075;2018-12-08;2018-12-10
2017-936;Luc Besson;51;2120;2017-11-06;2017-11-06
2018-1255;PIERRE TRIVIDIC ET PATRICK MARIO BERNARD;348;4188;2018-10-22;2018-10-22
2017-640;Sinan Öztürk;171;3744;2017-10-02;2017-10-02
2018-880;DOMINIK MOLL;215;4439;2018-08-09;2018-08-09
2017-1147;Frank BELLOCQ;531;1433;2017-05-19;2017-05-19
2019-18;Bénédicte DELMAS;153;477;2019-01-04;2019-01-04
2017-663;ALEXANDRE CASTAGNETTI;749;4411;2017-10-13;2017-10-13
2017-1224;Elsa Bennett Hippolyte Dard;153;4475;2017-06-21;2017-06-21
2019-22;Mukesh Chhabra;343;4378;2019-01-11;2019-01-12
2017-687;Patrick Cassir;661;2096;2017-10-18;2017-10-19
2017-1225;Eloise Lang;42;4839;2017-05-30;2017-05-30
2019-25;Mukesh Chhabra;343;4362;2019-01-11;2019-01-12
2017-409;;44;5217;2017-08-29;2017-08-30
2017-1250;Elsa Bennett Hippolyte Dard;153;4311;2017-06-13;2017-06-13
2019-915;NOEMIE SAGLIO;630;4070;2019-08-02;2019-08-02
2017-411;Gabor Reisz;68;3770;2017-08-25;2017-08-25
2017-1052;Élise OTZENBERGER;566;2948;2017-11-29;2017-11-29
2019-1279;Suzanne Lindon;709;2352;2019-09-27;2019-09-27
2017-423;Miguel Courtois;824;815;2017-08-31;2017-08-31
2017-1411;Dan Sackheim;656;4758;2017-06-30;2017-07-01
2019-979;VLADIMIR DE FONTENAY/MARIE MONGE;838;2427;2019-08-02;2019-08-06
2017-429;Miguel Courtois;824;1091;2017-08-30;2017-08-30
2017-1416;;384;4654;2017-06-26;2017-06-27
2019-653;FRANCK GASTAMBIDE;837;2998;2019-06-14;2019-06-16
2017-597;MATT BLOOM et RANDALL THORN;256;5296;2017-09-27;2017-09-27
2017-1422;STEPHAN KOPECKY;39;4395;2017-01-19;2017-01-19
2018-1411;CHUN CHIEH;118;328;2018-11-23;2018-11-23
2017-610;Stephen Woolfenden;852;4441;2017-10-09;2017-10-09
2017-1608;Mikhael Hers;44;3405;2017-08-10;2017-08-10
2016-767;PASCAL BOURDIAUX;572;1843;2016-02-12;2016-02-12
2017-490;Stephen Woolfenden;852;4527;2017-10-16;2017-10-16
2017-1609;Mikhael Hers;44;1818;2017-08-08;2017-08-08
2016-782;CHANG KEUN CHUN;770;4370;2016-10-20;2016-10-20
2017-822;Jonathan Desoindre;742;2648;2017-11-09;2017-11-09
2017-1518;Christian Faure;458;2190;2017-01-23;2017-01-23
2016-784;LIU CHUN-CHIEN;521;4267;2016-12-13;2016-12-13
2017-835;Bryan Marciano;848;2549;2017-10-20;2017-10-20
2017-1554;;811;4186;2017-07-11;2017-07-12
2016-2316;VALERIE LEMERCIER;557;5144;2016-04-20;2016-04-20
2017-838;Bryan Marciano;848;2527;2017-10-20;2017-10-20
2017-1312;Rizal Mantovani;219;3572;2017-06-09;2017-06-09
2016-2319;ERIC DELAVAINE;364;864;2016-07-22;2016-07-29
2017-847;Jonathan Desoindre;742;3257;2017-11-06;2017-11-06
2017-1350;Ken Scott;370;4515;2017-07-20;2017-07-21
2016-2325;OLIVIER AYACHE VIDAL;284;2462;2016-10-17;2016-10-18
2017-864;Nicole Palo;461;1307;2017-11-14;2017-11-14
2017-1358;Ken Scott;370;1403;2017-07-17;2017-07-17
2016-2333;ARNAUD MALHERBE;127;4524;2016-04-26;2016-04-26
2017-876;Steven Conrad;533;4298;2017-11-09;2017-11-10
2017-1711;VICTOR SAINT MACARY;47;268;2017-02-16;2017-02-16
2016-2344;VIRGINE SCSWARTZ;529;108;2016-11-09;2016-11-09
2017-882;Steven Conrad;533;4689;2017-11-09;2017-11-09
2017-1721;;173;2120;2017-01-26;2017-01-26
2016-2348;DOMINIQUE FARRUGIA;732;1160;2016-08-08;2016-08-08
2017-795;Pierre-André Lhomme;55;4163;2017-11-09;2017-11-09
2017-1735;Claire Denis;193;3533;2017-02-15;2017-02-15
2016-2377;ADITYA CHOPRA;82;4645;2016-02-26;2016-02-26
2017-959;Steven Conrad;533;1175;2017-11-15;2017-11-18
2017-1742;Romuald Boulanger;523;419;2017-02-23;2017-02-23
2020-855;Philippe Le Guay;406;2273;2020-11-17;2020-11-17
2017-725;LUDOVIC BERNARD;61;2728;2017-10-18;2017-10-19
2017-1623;VICTOR SAINT MACARY;47;1485;2017-01-23;2017-01-23
2020-858;Alexandra Leclère;571;312;2020-11-17;2020-11-17
2017-729;Stephen Woolfenden;852;5264;2017-10-25;2017-10-25
2018-68;MIA Hansen-Love;564;1190;2018-01-18;2018-01-18
2020-881;Philippe Le Guay;406;112;2020-11-18;2020-11-19
2017-735;Stephen Woolfenden;852;4830;2017-10-12;2017-10-12
2018-69;MIA Hansen-Love;564;3444;2018-01-18;2018-01-18
2020-897;ROMANE BOHRINGER;354;1939;2020-11-17;2020-11-17
2017-751;Félix MOATI;6;4951;2017-10-19;2017-10-19
2018-87;Alejandro Bazzano;663;115;2018-01-26;2018-01-26
2016-837;ERIC LE ROUX;41;5221;2016-10-05;2016-10-06
2017-1198;Frank BELLOCQ;531;3153;2017-05-29;2017-05-30
2018-91;Steven Conrad;533;4488;2018-01-25;2018-01-26
2016-838;JEFFREY REINER;761;4700;2016-12-02;2016-12-02
2017-1211;Frank BELLOCQ;531;646;2017-05-30;2017-05-30
2018-116;Audrey DIWAN;548;674;2018-02-12;2018-02-14
2016-850;FREDERIC JARDIN;229;2254;2016-07-25;2016-07-29
2017-1212;ALEXANDRA LECLERE;271;4378;2017-05-26;2017-05-27
2017-1568;Harry Bradbeer;341;1162;2017-07-25;2017-07-25
2016-867;DAVID MICHOD;856;4025;2016-01-30;2016-01-30
2017-1217;;466;2523;2017-06-12;2017-06-12
2017-1581;MATTHEW WEINER;773;686;2017-07-26;2017-07-26
2016-869;AUDREY DANA;718;4942;2016-03-29;2016-03-29
2017-804;Jonathan Desoindre;742;3241;2017-10-27;2017-10-27
2017-1591;Ralph Fiennes;776;4166;2017-08-19;2017-08-19
2016-886;CHAD CHENOUGA;408;5281;2016-04-25;2016-04-25
2017-1114;;501;3430;2017-12-18;2017-12-18
2018-371;Noémie Saglio - Renaud Bertrand;116;4961;2018-03-26;2018-03-26
2016-890;FRANCHIN DOM;538;4378;2016-06-13;2016-06-13
2017-916;Nadav Lapid;746;3073;2017-11-14;2017-11-14
2017-1650;Mikhael Hers;44;788;2017-08-05;2017-08-05
2016-2385;EMMANUEL FINKIEL;388;4328;2016-08-17;2016-08-17
2017-919;Nadav Lapid;746;256;2017-11-15;2017-11-15
2017-1653;Daniel Auteuil;368;973;2017-09-13;2017-09-13
2016-2402;FRED GARSON;498;2380;2016-02-12;2016-02-12
2017-1138;MARION LAINE;429;4162;2017-12-27;2017-12-28
2017-1664;Saphia Azzedine et François-Régis Jeanne;228;4038;2017-08-08;2017-08-09
2016-2426;ANDRE TECHINE;605;1013;2016-09-06;2016-09-06
2017-1161;Franck Dubosc;785;3487;2017-05-24;2017-05-24
2017-1667;VIANNEY LEBASQUE;475;374;2017-08-31;2017-08-31
2016-2433;TEDDY LUSSI MODESTE;111;566;2016-09-05;2016-09-05
2017-1257;;384;5156;2017-06-12;2017-06-13
2018-4;Jean-Xavier DE LESTRADE;329;2057;2018-01-09;2018-01-10
2016-2436;NOVEMIE LVOVSKY;189;3832;2016-04-16;2016-04-16
2017-1031;;598;4442;2017-11-27;2017-11-28
2018-6;LOUIS CHOQUETTE;643;1335;2018-01-09;2018-01-09
2016-2450;FRANCOIS OZON;45;222;2016-10-27;2016-10-27
2017-1397;sophie marceau;587;4274;2017-07-03;2017-07-03
2018-10;Frédéric JARDIN;229;4321;2018-03-12;2018-03-12
2016-2469;ANDRE TECHINE;605;4022;2016-09-13;2016-09-13
2017-1420;PIERRE SCHOELLER;815;4460;2017-07-04;2017-07-04
2018-178;Antoine Garceau et Marc Fitoussi;204;1068;2018-03-05;2018-03-05
2020-920;Slimane-Baptiste BERHOUN;11;5189;2020-12-03;2020-12-03
2017-1180;Olivier Barma;466;4439;2017-06-01;2017-06-01
2018-195;Antoine Garceau et Marc Fitoussi;204;4817;2018-03-05;2018-03-05
2020-921;Slimane-Baptiste BERHOUN;11;5189;2020-12-08;2020-12-08
2017-1519;Pawel PAWLIKOWSKI;157;649;2017-07-18;2017-07-19
2018-391;Peter Atencio;858;5009;2018-03-31;2018-03-31
2020-926;CONSTANCE MEYER;695;4172;2020-12-03;2020-12-03
2017-1532;FREDERIC TELLIER;706;4513;2017-07-11;2017-07-12
2018-394;LISA AZUELOS;580;3863;2018-04-10;2018-04-10
2020-957;Antony Hickling;209;1180;2020-11-21;2020-11-21
2017-1442;;805;2454;2017-07-04;2017-07-05
2018-408;Eric Rochant - Pascale Ferran - Anna Novion - Leila Marrakchi;433;1864;2018-04-02;2018-04-02
2020-963;CONSTANCE MEYER;695;3951;2020-12-02;2020-12-02
2017-1465;Christophe Honoré;647;1643;2017-08-02;2017-08-03
2018-432;Noémie Saglio - Renaud Bertrand;116;4810;2018-04-04;2018-04-04
2020-965;Philippe Le Guay;406;2301;2020-12-01;2020-12-01
2017-1310;Rizal Mantovani;219;5322;2017-06-08;2017-06-09
2018-443;;204;4202;2018-04-05;2018-04-06
2020-971;Kilian Riedhof;854;4197;2020-12-10;2020-12-10
2017-1686;LUDOVIC COLBEAU-JUSTIN;339;5145;2017-01-16;2017-01-16
2018-136;HUGO GÉLIN;583;2566;2018-02-14;2018-02-15
2020-990;Christophe CAMPOS;648;3786;2020-12-03;2020-12-03
2017-1699;Pierre Salvadori;687;1766;2017-01-26;2017-01-26
2018-340;Julien Weill;49;453;2018-03-21;2018-03-21
2016-904;LEO KARMANN;530;3830;2016-05-23;2016-05-23
2017-1720;;173;1652;2017-01-30;2017-01-30
2018-352;Frédéric Jardin;229;2902;2018-03-23;2018-03-23
2016-925;OLIVIER AYACHE VIDAL;284;5379;2016-08-03;2016-08-03
2017-1732;CECILIA ROUAUD;91;5076;2017-02-22;2017-02-22
2018-366;Anthony Marciano;651;571;2018-03-22;2018-03-22
2016-957;LEONOR SERRAILLE;328;2996;2016-02-18;2016-02-18
2017-1734;Claire Denis;193;3533;2017-02-14;2017-02-14
2018-201;Antoine Garceau et Marc Fitoussi;204;4949;2018-03-05;2018-03-05
2016-2483;OLIVIER AYACHE VIDAL;284;139;2016-10-10;2016-10-10
2017-1620;Michel Blanc;855;1309;2017-08-28;2017-08-28
2018-215;Antoine DE BARY;366;2409;2018-02-26;2018-02-27
2016-2495;ADITYA CHOPRA;82;4221;2016-02-26;2016-02-26
2017-1471;Robin Sykes;394;1252;2017-07-17;2017-07-17
2018-217;Nicolas Guicheteau;588;48;2018-02-28;2018-02-28
2016-2522;L. COLBEAU JUSTIN;110;3848;2016-03-09;2016-03-09
2017-1476;Mathias Pardo;363;2447;2017-07-12;2017-07-13
2018-510;FLO BER;216;2606;2018-04-23;2018-04-23
2016-2530;MICHEL HAZANAVICIUS;457;1022;2016-08-26;2016-08-26
2017-1490;cheyenne carron;19;2683;2017-08-25;2017-08-25
2018-723;Cathy Verney;842;3953;2018-06-13;2018-06-14
2016-2547;XIANCHENG DENG;738;4344;2016-04-01;2016-04-01
2018-92;Steven Conrad;533;4484;2018-01-24;2018-01-26
2018-520;Gabriel Aghion;796;1233;2018-04-24;2018-04-24
2016-2576;ADITYA CHOPRA;82;4689;2016-05-27;2016-05-27
2018-119;GILLES LEGRAND;477;2811;2018-02-21;2018-02-21
2018-634;Matt Hastings;716;4332;2018-05-17;2018-05-18
2020-1041;Jean Marc Brondolo;496;395;2020-12-08;2020-12-08
2018-127;Michel Leclerc;403;5205;2018-02-22;2018-02-22
2018-640;frederic Berthe;588;4628;2018-05-30;2018-05-30
2020-1050;ROBIN SYKES;23;3487;2020-12-16;2020-12-17
2017-1566;;811;3695;2017-07-17;2017-07-17
2018-673;;842;2047;2018-05-25;2018-05-25
2020-1064;JEROME CORNUAU;267;193;2020-12-15;2020-12-15
2018-372;Noémie Saglio - Renaud Bertrand;116;1393;2018-03-30;2018-03-30
2018-474;ANTHONY MARCIANO;651;2979;2018-04-10;2018-04-10
2016-1002;JAMES FOLEY;263;5352;2016-07-18;2016-07-19
2018-376;Noémie Saglio - Renaud Bertrand;116;1350;2018-03-28;2018-03-28
2019-1750;Louis LETERRIER;54;5363;2019-12-19;2019-12-19
2016-1025;ADITYA CHOPRA;82;5276;2016-02-25;2016-02-25
2017-1642;MATTHEW WEINER;773;3698;2017-08-07;2017-08-07
2019-1759;Christopher Thompson;756;3646;2019-12-17;2019-12-18
2016-1028;L. COLBEAU JUSTIN;110;5182;2016-03-10;2016-03-10
2017-1645;Julien DESPAUX ET SEBASIEN CIRADE;667;4393;2017-07-31;2017-07-31
2018-1122;Flora LAU;540;1334;2018-09-24;2018-09-24
2016-2639;PHILIPPE GARREL;351;1875;2016-07-01;2016-07-01
2017-1655;Daniel Auteuil;368;2460;2017-09-08;2017-09-09
2018-586;Jean-Philippe Amar;229;1934;2018-05-15;2018-05-16
2016-2645;JEANNE HERRY;2;3407;2016-10-05;2016-10-05
2018-245;Régis ROINSARD;516;3832;2018-03-13;2018-03-13
2018-966;;411;3124;2018-08-14;2018-08-14
2016-2648;ERIC ROCHANT;433;1394;2016-11-18;2016-11-18
2018-261;LOUIS CHOQUETTE;643;4370;2018-03-05;2018-03-05
2018-968;Chris Clough;859;678;2018-08-12;2018-08-12
2016-2669;AUDREY DANA;718;3815;2016-04-05;2016-04-05
2018-281;Varante Soudjian;28;2202;2018-03-19;2018-03-22
2018-979;Jalil Lespert;437;3008;2018-09-03;2018-09-03
2016-2672;ADITYA CHOPRA;82;4144;2016-04-22;2016-04-22
2018-285;Noémie Saglio - Renaud Bertrand;116;3754;2018-03-16;2018-03-17
2019-738;Damien Chazelle;764;1453;2019-07-04;2019-07-04
2016-2673;CHAD CHENOUGA;408;539;2016-05-02;2016-05-03
2018-306;Nicolas Guicheteau;588;5146;2018-03-19;2018-03-19
2019-748;LEO ZHANG;768;4389;2019-06-29;2019-06-29
2016-1048;JALIL LESPERT;308;1853;2016-02-02;2016-02-02
2018-15;Frédéric JARDIN;229;4342;2018-01-31;2018-01-31
2019-762;Jérémy Minui;69;1208;2019-07-16;2019-07-16
2016-1057;ARNAUD MALHERBE;127;4462;2016-07-02;2016-07-02
2018-163;François Valla;843;1920;2018-02-22;2018-02-23
2019-768;EMILIE CARPENTIER;371;2173;2019-07-08;2019-07-08
2016-1064;JALIL LESPERT;308;4950;2016-02-01;2016-02-01
2018-164;Frédéric Jardin;229;3260;2018-02-26;2018-02-26
2019-1729;FREDERIC BERTHE;59;2012;2019-12-11;2019-12-11
2020-1093;Sylvie Verheyde;739;4149;2020-12-22;2020-12-22
2018-384;;204;4339;2018-04-02;2018-04-03
2018-1214;Goncalo Waddington;638;3843;2018-10-11;2018-10-12
2020-1111;Sylvie Verheyde;739;5116;2020-12-22;2020-12-22
2018-385;Antoine DE BARY;366;1046;2018-03-30;2018-03-30
2019-818;David Hugonot Petit;549;412;2019-07-09;2019-07-09
2020-1130;Sylvie Verheyde;739;5108;2020-12-22;2020-12-22
2018-387;Ludovic COLBEAU JUSTIN;645;4508;2018-04-10;2018-04-10
2019-820;Raphael Marriq;690;3696;2019-07-19;2019-07-19
2016-1100;TAREK BOUDALI;555;5447;2016-09-14;2016-09-14
2018-414;Nadège Loiseau et Julien Colonna;670;3249;2018-04-17;2018-04-18
2019-1140;Damien Chazelle;764;1173;2019-09-18;2019-09-20
2016-1142;NOVEMIE LVOVSKY;189;857;2016-05-02;2016-05-02
2018-425;Noémie Saglio - Renaud Bertrand;116;2636;2018-04-02;2018-04-02
2019-1153;Stéphane Malhuret;153;2472;2019-09-18;2019-09-18
2016-1144;STEPHANE ROBELIN;259;4182;2016-05-13;2016-05-13
2018-427;Noémie Saglio - Renaud Bertrand;116;1981;2018-04-03;2018-04-04
2019-1157;Nicolas Guicheteau;229;102;2019-09-11;2019-09-11
2016-1145;VALERIE LEMERCIER;557;2386;2016-06-06;2016-06-06
2018-143;Mohamed Hamidi;864;5040;2018-02-19;2018-02-19
2019-1173;Laurent Cantet;56;2316;2019-09-18;2019-09-20
2016-1174;AUDREY DANA;718;4271;2016-02-16;2016-02-16
2018-333;David et Douglas;86;4202;2018-03-19;2018-03-19
2019-1180;Darren Star;222;4122;2019-09-19;2019-09-20
2016-1187;NAIDRA AYADI;467;3906;2016-11-22;2016-11-24
2018-358;Eric Rochant - Pascale Ferran - Anna Novion - Leila Marrakchi;433;4069;2018-03-20;2018-03-20
2019-1181;Damien Chazelle, Houda Benyamina, Laila Marrakchi, Alan Poul;764;5361;2019-09-30;2019-10-02
2016-2686;CHRISTOPHE BARRAUD;465;1003;2016-11-09;2016-11-09
2018-619;Ladislas Chollat;679;755;2018-05-14;2018-05-14
2018-1183;;726;2551;2018-10-08;2018-10-08
2016-2708;DOMINIC SAVAGE;765;3844;2016-10-21;2016-10-21
2018-620;Ladislas Chollat;679;3166;2018-05-18;2018-05-19
2019-1223;Michael Schur;767;4928;2019-09-29;2019-09-29
2016-2734;YVAN ATTAL;432;5179;2016-12-12;2016-12-12
2018-199;Antoine Garceau et Marc Fitoussi;204;4559;2018-03-05;2018-03-05
2018-1210;Louis-do Lencquesaing;419;1919;2018-10-10;2018-10-10
2016-2752;ADITYA CHOPRA;82;5179;2016-05-31;2016-05-31
2018-208;Antoine Garceau et Marc Fitoussi;204;4735;2018-03-08;2018-03-08
2018-1213;Goncalo Waddington;638;1105;2018-10-11;2018-10-11
2016-2764;ALFRED LOT;223;1923;2016-02-16;2016-02-16
2018-220;Monsieur Mohamed Hamidi;864;2621;2018-02-27;2018-02-28
2019-675;LEO ZHANG;768;1207;2019-06-18;2019-06-18
2016-2768;SAMBA MBALLO;803;3433;2016-07-05;2016-07-05
2018-479;Cathy Verney;842;3559;2018-04-12;2018-04-12
2019-1006;FOAZAN RIZAL;48;4370;2019-08-07;2019-08-07
2016-2771;ARNAULD MERCADIER;169;5131;2016-03-31;2016-03-31
2018-489;JEAN-MARC RUDNICKI;801;4362;2018-04-19;2018-04-19
2019-1010;FOAZAN RIZAL;48;1558;2019-07-31;2019-08-01
2016-1211;FRED GARSON;498;4623;2016-04-05;2016-04-05
2018-498;Anthony Marciano;651;3499;2018-04-12;2018-04-12
2019-1018;Julien Despaux;634;1951;2019-08-28;2019-08-29
2016-1212;JEANNE HERRY;2;4540;2016-10-10;2016-10-10
2018-499;Anthony Marciano;651;4039;2018-04-12;2018-04-12
2019-1233;ELSA BENNETT / HIPPOLYTE DARD / FREDERIC BERTHE;59;4584;2019-10-03;2019-10-04
2016-1213;CHANG KEUN CHUN;770;4231;2016-10-13;2016-10-13
2018-508;FLO BER;216;5116;2018-04-23;2018-04-23
2019-1264;Darren Star;222;2971;2019-09-20;2019-09-21
2016-1243;LIU CHUN-CHIEN;521;4231;2016-12-15;2016-12-15
2018-720;Philippe De Chauveron;674;4102;2018-06-06;2018-06-07
2019-1266;Leila Bouzid;827;3321;2019-10-16;2019-10-16
2016-1263;VALERIE LEMERCIER;557;4117;2016-05-03;2016-05-03
2018-721;Ladislas Chollat;679;3652;2018-06-06;2018-06-06
2018-1248;Valérie DONZELLI;606;4039;2018-10-06;2018-10-06
2016-1274;CHRISTOPHE BARRAUD;465;599;2016-11-04;2016-11-04
