id_lieu;realisateur_ice;fk_oeuvre;fk_localisation;date_de_debut;date_de_fin
2018-736;Jean-Philippe Amar;229;4886;2018-06-29;2018-06-30
2019-921;Jean-Marc BRONDOLO;704;143;2019-08-01;2019-08-02
2016-1280;ZABOU BREITMAN;131;4395;2016-10-01;2016-10-01
2018-529;;204;2458;2018-04-17;2018-04-17
2019-929;PIERRE PINAUD;395;4485;2019-09-02;2019-09-03
2016-2785;LUCIEN JEAN BAPTISTE;300;4024;2016-02-15;2016-02-15
2018-541;frederic Berthe;588;1527;2018-04-26;2018-04-26
2019-1277;Suzanne Lindon;709;3230;2019-09-28;2019-09-30
2016-2794;JEAN FRANCOIS DAVY;850;2723;2016-06-18;2016-06-18
2018-637;Matt Hastings;716;4357;2018-05-16;2018-05-16
2019-988;Damien Chazelle;764;4794;2019-08-20;2019-08-20
2020-18;FREDERIC BERTHE;59;480;2020-01-08;2020-01-09
2018-664;Cathy Verne;842;3679;2018-05-21;2018-05-22
2019-50;Pascal Verschooris;212;3126;2019-01-07;2019-01-07
2016-1309;DOMINIC SAVAGE;765;4777;2016-10-19;2016-10-19
2018-671;Julia Rezende;186;171;2018-05-31;2018-05-31
2019-1080;Yann Gozlan;382;2919;2019-09-23;2019-09-24
2016-1351;LIDIA TERKI;636;3222;2016-02-23;2016-02-23
2018-676;Julia Rezende;186;2722;2018-05-29;2018-05-29
2019-1090;Jérôme Bonnell;628;4637;2019-09-03;2019-09-03
2020-65;EVE DEBOISE;642;1890;2020-02-11;2020-02-11
2018-454;;842;5183;2018-04-11;2018-04-11
2019-1340;MARTIN BOURBOULON;218;623;2019-10-10;2019-10-12
2020-96;IGOR GOTESMAN;242;2154;2020-02-10;2020-02-10
2019-1752;Philippe Proteau;332;3138;2019-12-17;2019-12-17
2016-772;JULY HYGRECK;99;458;2016-04-08;2016-04-08
2020-103;Antoine GARCEAU - Marc FITOUSSI;204;1197;2020-02-10;2020-02-10
2018-1115;Jean Luc Ayach;839;2377;2018-10-05;2018-10-06
2016-2299;ADITYA CHOPRA;82;5422;2016-04-26;2016-04-26
2020-117;FRED CAVAYÉ;32;2829;2020-03-13;2020-03-13
2018-1133;Stephen Cafiero;310;1071;2018-10-03;2018-10-05
2016-2371;THIBAUD MARTIN;36;5427;2016-03-04;2016-03-04
2020-126;MARCELA SAID;54;58;2020-02-26;2020-02-26
2018-1145;Philippe Larue;620;1397;2018-09-26;2018-09-26
2016-2376;ADITYA CHOPRA;82;4036;2016-02-25;2016-02-25
2016-1412;DANY BOON;681;4588;2016-05-17;2016-05-18
2018-573;;842;2553;2018-05-03;2018-05-06
2020-848;Lea Fazer;703;4368;2020-11-24;2020-11-24
2016-1435;AUDREY DANA;718;5388;2016-02-17;2016-02-17
2018-574;;842;1024;2018-05-02;2018-05-02
2020-852;Virginie SAUVEUR;511;2007;2020-11-19;2020-11-20
2016-1456;JEANNE HERRY;2;4790;2016-09-29;2016-09-29
2018-606;Cathy VERNEY;842;3113;2018-05-08;2018-05-08
2020-867;ROBIN SYKES;23;1021;2020-11-24;2020-11-25
2016-1470;NICOLAS BEDOS;585;4646;2016-02-09;2016-02-09
2018-612;WAGNER DE ASSIS;43;4367;2018-05-16;2018-05-16
2020-902;Alexandra Leclère;571;834;2020-11-20;2020-11-20
2016-1557;FREDERIC FORESTIER;584;2096;2016-03-29;2016-03-31
2018-962;Nicolas Herdt;824;1192;2018-08-20;2018-08-20
2020-905;Didier Le Pêcheurs;684;849;2020-11-25;2020-11-25
2020-237;JEROME CORNUAU;65;1551;2020-06-25;2020-06-25
2018-964;Nicolas Herdt;824;1192;2018-08-16;2018-08-16
2020-914;FREDERIC BERTHE / ERIC LE ROUX;59;984;2020-12-01;2020-12-03
2020-246;Gabriel Julien Laférriere;159;3627;2020-06-22;2020-06-24
2018-965;;411;3124;2018-08-08;2018-08-08
2016-840;LIU CHUN-CHIEN;521;4905;2016-12-15;2016-12-15
2016-12;ADITYA CHOPRA;82;4849;2016-02-26;2016-02-26
2018-993;Andy Mogel et Jarrad Paul;294;691;2018-08-22;2018-08-22
2016-872;EMMANUEL FINKIEL;388;2788;2016-08-31;2016-08-31
2016-16;VALERIE LEMERCIER;557;2373;2016-04-20;2016-04-20
2018-999;Stéphane Batut;411;4443;2018-08-24;2018-08-24
2016-880;ROMAIN LEVY;269;4266;2016-08-16;2016-08-16
2016-29;TAREK BOUDALI;555;4922;2016-09-13;2016-09-13
2019-140;Aritz Moreno;191;485;2019-02-12;2019-02-12
2016-881;JULIEN HALLARD;493;5443;2016-08-26;2016-08-26
2016-57;NOEMIE SAGLIO;753;1797;2016-08-05;2016-08-05
2019-151;Mélissa Drigeard;786;3749;2019-02-11;2019-02-11
2016-2420;REEM KHERICI;336;2860;2016-07-25;2016-07-29
2016-58;CEDRIC IDO;426;3870;2016-08-09;2016-08-11
2019-410;Noemie Saglio - Renaud Bertrand;649;3326;2019-04-15;2019-04-16
2016-2427;THOMAS LANGMANN;737;4378;2016-09-19;2016-09-19
2016-82;ARNAUD MALHERBE;127;3339;2016-06-04;2016-06-04
2019-745;Jean-Philippe Amar;229;5236;2019-07-02;2019-07-02
2016-2462;ETIENNE COMAR;205;3927;2016-04-22;2016-04-22
2016-83;PHILIPPE PROTEAU;332;3977;2016-07-11;2016-07-11
2019-752;OLIVIER JAHAN;152;5245;2019-07-08;2019-07-08
2016-2463;CHAD CHENOUGA;408;4739;2016-04-25;2016-04-25
2016-1591;L. COLBEAU JUSTIN;110;1710;2016-02-15;2016-02-17
2018-1238;Michel MUNZ  et Gérard BITTON;424;1779;2018-10-09;2018-10-09
2016-2478;DAN ZEFF;763;2412;2016-05-24;2016-05-24
2016-1592;NOVEMIE LVOVSKY;189;3961;2016-02-29;2016-02-29
2019-880;NOEMIE SAGLIO;630;851;2019-07-19;2019-07-19
2020-915;FREDERIC BERTHE / ERIC LE ROUX;59;3547;2020-11-30;2020-11-30
2016-1607;ADITYA CHOPRA;82;5166;2016-02-26;2016-02-26
2019-888;LEO ZHANG;768;4375;2019-07-21;2019-07-21
2020-923;Edouard Baer;806;5232;2020-11-28;2020-11-28
2016-1633;CYRIL MENNEGUN;177;2419;2016-06-02;2016-06-03
2019-908;Ayuko TSUKAHARA,;280;1975;2019-07-31;2019-07-31
2020-989;Christophe CAMPOS;648;3786;2020-12-03;2020-12-03
2016-1643;LEA MAZER;594;3724;2016-05-02;2016-05-02
2019-806;David Hugonot Petit;549;1531;2019-07-10;2019-07-10
2016-995;CHAD CHENOUGA;408;5318;2016-04-25;2016-04-25
2016-1669;LEA MAZER;594;5404;2016-05-02;2016-05-02
2019-812;David Hugonot Petit;549;4712;2019-07-10;2019-07-10
2016-2496;HECTOR CABELLO REYES;804;3047;2016-03-06;2016-03-06
2020-298;EVE DEBOISE;642;3704;2020-07-18;2020-07-18
2019-1166;VLADIMIR DE FONTENAY/MARIE MONGE;838;1682;2019-09-20;2019-09-21
2016-2500;PHILIPPE GARREL;351;2956;2016-07-07;2016-07-07
2020-345;David CHARHON;436;3772;2020-08-02;2020-08-02
2018-1168;Marilou Berry;677;2701;2018-10-02;2018-10-02
2016-2507;GABRIEL LAFERRIERE;588;5468;2016-05-13;2016-05-13
2020-362;Ludovic BERNARD;54;4646;2020-08-12;2020-08-12
2018-1175;Stanley WOODWARD;851;344;2018-10-18;2018-10-18
2016-2518;PHILIPPE PROTEAU;332;5325;2016-07-21;2016-07-21
2020-366;FREDERIC BERTHE;59;4598;2020-08-11;2020-08-11
2018-1188;Edouard DELUC;754;1718;2018-10-12;2018-10-12
2016-2532;ANDRE TECHINE;605;3830;2016-09-14;2016-09-14
2019-262;Guillaume Crémonese;303;1380;2019-03-11;2019-03-11
2018-1191;PIERRE TRIVIDIC ET PATRICK MARIO BERNARD;348;912;2018-10-10;2018-10-12
2020-992;Christophe CAMPOS;648;4208;2020-12-03;2020-12-03
2019-611;;666;4036;2019-06-16;2019-06-16
2019-835;NOEMIE SAGLIO;630;3647;2019-07-12;2019-07-12
2020-1045;Thomas KRUITHOF;510;2990;2020-12-08;2020-12-09
2019-634;Marc RECUENCO;225;3373;2019-06-22;2019-06-22
2019-845;LEO ZHANG;768;2973;2019-07-16;2019-07-16
2016-1018;CHARLOTTE BRANDSTROM;358;5055;2016-07-04;2016-07-04
2019-1594;ANNE DE CLERCQ;730;4123;2019-11-20;2019-11-20
2019-855;Eva Husson;285;4166;2019-07-26;2019-07-26
2016-1024;ADITYA CHOPRA;82;4720;2016-02-25;2016-02-25
2016-153;DAMIEN MARIC;469;4144;2016-02-17;2016-02-17
2019-856;Damien Chazelle;764;4475;2019-07-15;2019-07-16
2016-2640;NOEMIE SAGLIO;753;1342;2016-07-11;2016-07-11
2016-1693;CHRISTOPHE BARRAUD;465;1820;2016-10-27;2016-10-27
2019-865;ANTOINE CHEVROLLIER;80;1824;2019-07-13;2019-07-13
2016-1043;ADITYA CHOPRA;82;461;2016-04-29;2016-04-29
2016-1702;ARNAUD MALHERBE;127;4387;2016-04-25;2016-04-25
2019-1191;Marion Desseigne Ravel;502;5160;2019-09-24;2019-09-25
2016-1071;L. COLBEAU JUSTIN;110;1952;2016-03-08;2016-03-08
2016-1714;NADIR MOKNECHE;526;5270;2016-04-19;2016-04-19
2019-1205;Darren Star;222;3397;2019-09-19;2019-09-20
2016-1078;ROBIN CAMPILLO;5;4854;2016-07-02;2016-07-02
2016-1717;DOMINIQUE FARRUGIA;732;1745;2016-06-20;2016-06-20
2018-1199;Michel Denisot;789;2657;2018-10-05;2018-10-06
2020-1084;Sylvie Verheyde;739;5104;2020-12-22;2020-12-22
2016-1740;HALL HARTLEY;685;111;2016-08-04;2016-08-04
2019-1027;Nicolas Guicheteau;229;839;2019-09-05;2019-09-06
2019-173;SAMIR GUESMI;298;1817;2019-02-22;2019-02-22
2020-1095;Sylvie Verheyde;739;4149;2020-12-22;2020-12-22
2016-1755;EMMANUEL FINKIEL;388;4150;2016-08-13;2016-08-13
2019-1032;;222;2897;2019-08-14;2019-08-15
2019-176;Alexandre Laurent;431;1493;2019-03-04;2019-03-04
2020-1104;Sylvie Verheyde;739;4705;2020-12-22;2020-12-22
2016-1769;EMMANUEL FINKIEL;388;5360;2016-10-21;2016-10-22
2019-1036;Nicolas Guicheteau;229;3526;2019-09-07;2019-09-09
2019-515;ERIC JUDOR;650;3487;2019-05-20;2019-05-20
2016-1108;NADIR MOKNECHE;526;5133;2016-04-19;2016-04-19
2020-380;Sandrine Kiberlain;829;3984;2020-08-21;2020-08-21
2019-1261;Andre Erkau;279;5326;2019-10-03;2019-10-03
2019-1446;Bruno Dumont;627;2264;2019-11-04;2019-11-04
2019-522;Damien Chazelle;764;1791;2019-05-23;2019-05-24
2016-1139;MARTIN PROVOST;418;5391;2016-04-11;2016-04-11
2020-426;JULIEN RAPPENEAU;464;2132;2020-08-24;2020-09-25
2019-1272;Leila Bouzid;827;272;2019-10-14;2019-10-15
2019-1453;Lise Akoka et Romane Gueret;795;1455;2019-10-22;2019-10-22
2018-819;frederic Berthe;588;5369;2018-07-13;2018-07-13
2016-1160;JEANNE HERRY;2;3802;2016-10-13;2016-10-13
2020-436;Marine Colomies;244;3312;2020-09-08;2020-09-08
2018-1256;NICOLAS BEDOS;379;1003;2018-10-17;2018-10-18
2018-825;Gabriel Julien Laferrière;109;4611;2018-07-23;2018-07-23
2018-1520;Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE;449;1209;2018-12-06;2018-12-06
2016-1163;FREDERIC MERMOUD;229;3660;2016-11-18;2016-11-18
2020-438;Audrey Estrougo;744;3216;2020-09-10;2020-09-10
2018-1579;Jean Paul SALOME;387;4158;2018-12-20;2018-12-20
2018-830;stéphanie murat;704;475;2018-07-16;2018-07-16
2018-1524;Katia LEWKOWICZ;260;3001;2018-11-29;2018-11-29
2016-1164;CAMILLE DELAMARRE;775;2536;2016-11-23;2016-11-23
2019-1620;Nadege Loiseau;792;2353;2019-11-20;2019-11-20
2019-9;Jeanne Herry;257;3666;2019-01-03;2019-01-03
2018-833;DOMINIK MOLL;215;2938;2018-07-26;2018-07-26
2018-1527;Elsa Bennett - Hippolyte Dard;58;980;2018-12-06;2018-12-06
2016-2685;CHANG KEUN CHUN;770;4233;2016-10-19;2016-10-19
2018-1308;;260;2185;2018-11-20;2018-11-26
2019-20;Bénédicte DELMAS;153;3370;2019-01-04;2019-01-04
2018-1521;Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE;449;769;2018-12-10;2018-12-10
2018-1529;Elsa Bennett - Hippolyte Dard;58;2162;2018-12-13;2018-12-13
2016-2721;ANTONIO NEGRET;625;2484;2016-03-01;2016-03-01
2018-1317;Michel MUNZ  et Gérard BITTON;424;489;2018-10-25;2018-10-31
2019-916;NOEMIE SAGLIO;630;5217;2019-07-29;2019-07-29
2019-461;Roman Polanski;313;1207;2019-04-25;2019-04-25
2018-1531;Yoann Guillouzouic;646;516;2018-12-12;2018-12-13
2016-2733;FRANCOIS OZON;45;1857;2016-12-06;2016-12-06
2018-1332;Edouard DELUC;754;821;2018-11-06;2018-11-08
2019-923;Damien Chazelle;764;676;2019-08-20;2019-08-22
2019-493;Laurent TUEL;588;5380;2019-05-21;2019-05-21
2019-490;Damien Chazelle;764;2585;2019-05-16;2019-05-17
2016-2742;GUILLAUME CANET;273;2344;2016-02-22;2016-02-23
2016-209;MARIE GAREL WEISS;392;4169;2016-10-14;2016-10-14
2019-934;Marion Desseigne Ravel;502;765;2019-08-12;2019-08-16
2019-502;JEAN PASCAL ZADI ET JOHN WAXXX;788;4138;2019-05-20;2019-05-20
2019-1459;Nicolas Maury;270;465;2019-10-29;2019-10-30
2016-2755;NOEMIE SAGLIO;753;862;2016-07-29;2016-07-29
2016-212;MAXIME GOVARE;338;5287;2016-11-09;2016-11-09
2019-941;Julien Despaux;634;3825;2019-08-26;2019-08-26
2019-1461;Bruno Podalydès;487;4593;2019-11-01;2019-11-03
2019-1462;Bruno Podalydès;487;4593;2019-10-30;2019-11-01
2020-1149;CEDRIC KLAPISCH;226;52;2020-12-22;2020-12-22
2016-263;MANUEL BOURSINHAC;602;5142;2016-01-06;2016-01-06
2019-964;Nicolas Guicheteau;229;748;2019-08-30;2019-08-30
2019-1463;Thierry De Peretti;473;2818;2019-10-25;2019-10-27
2018-870;Julius Berg;620;3490;2018-07-25;2018-07-26
2020-1153;Elsa Amiel;283;3642;2020-12-18;2020-12-19
2016-283;JULY HYGRECK;99;4799;2016-04-18;2016-04-18
2019-967;Damien Chazelle;764;3709;2019-08-20;2019-08-20
2018-848;stephane melnyk;781;4116;2018-07-13;2018-07-13
2018-1275;Jalil Lespert;437;1688;2018-10-18;2018-10-18
2020-1160;Nadège LOISEAU;8;4339;2020-12-18;2020-12-18
2016-1794;KIM NGUYEN;237;4228;2016-07-19;2016-07-19
2019-989;Charlotte Schiøler;554;5017;2019-08-08;2019-08-11
2018-875;PHILIPPE LACHEAU;601;408;2018-07-31;2018-08-01
2018-1290;PIERRE TRIVIDIC ET PATRICK MARIO BERNARD;348;4188;2018-11-01;2018-11-01
2016-1206;FRANCOIS OZON;45;1401;2016-11-21;2016-11-21
2016-1804;VINCENT PRIMAULT;304;3944;2016-04-06;2016-04-06
2019-1051;Paolo Barzman;399;1473;2019-09-12;2019-09-13
2019-1585;Tarek BOUDALI;10;1182;2019-11-20;2019-11-23
2019-244;Eli Ben-David;360;1409;2019-03-15;2019-03-16
2016-1221;GUILLAUME CANET;273;3851;2016-02-24;2016-02-24
2016-1828;JULY HYGRECK;99;4553;2016-04-08;2016-04-08
2019-1052;Paolo Barzman;399;1785;2019-09-05;2019-09-05
2018-935;Stéphane Batut;411;1899;2018-08-17;2018-08-17
2019-258;VINCENT JAMAIN;74;3839;2019-03-15;2019-03-15
2016-1244;ZABOU BREITMAN;131;4339;2016-12-29;2016-12-29
2016-1865;GUILLAUME GALLIENNE;560;4635;2016-10-10;2016-10-10
2019-1057;Paolo Barzman;399;82;2019-09-06;2019-09-07
2018-936;Stéphane Batut;411;5135;2018-08-21;2018-08-21
2019-530;Marc RECUENCO;225;308;2019-06-06;2019-06-07
2016-1264;PHILIPPE LACHEAU;35;1866;2016-05-09;2016-05-10
2016-1870;L. COLBEAU JUSTIN;110;3442;2016-02-19;2016-02-19
2019-1066;Darren Star;222;60;2019-08-28;2019-08-28
2018-1281;PIERRE TRIVIDIC ET PATRICK MARIO BERNARD;348;4188;2018-10-30;2018-10-30
2019-540;JEAN PASCAL ZADI ET JOHN WAXXX;788;2295;2019-05-23;2019-05-23
2016-1270;DENIS THYBAUD;332;1482;2016-05-16;2016-05-16
2020-447;PHILIPPE LACHEAU;743;1489;2020-09-09;2020-09-09
2019-1073;Darren Star;222;2479;2019-08-23;2019-08-25
2019-234;Claus DREXLER;820;5072;2019-03-11;2019-03-11
2019-1501;Darren Star;222;1306;2019-11-05;2019-11-05
2016-2796;JAMES FOLEY;263;5080;2016-07-18;2016-07-19
2019-296;Claus DREXLER;820;3700;2019-03-19;2019-03-19
2019-1075;Damien Chazelle;764;2416;2019-09-02;2019-09-03
2019-536;Damien Chazelle;764;4157;2019-05-24;2019-05-24
2019-1508;Antoine GARCEAU - Marc FITOUSSI;204;1758;2019-11-13;2019-11-15
2020-8;Elie Wajeman;812;1783;2020-01-07;2020-01-08
2016-329;TONIE MARSHALL;609;2858;2016-10-24;2016-10-25
2019-1089;Jérôme Bonnell;628;4215;2019-09-05;2019-09-06
2019-1518;Darren Star;222;60;2019-11-07;2019-11-07
2019-1527;EMMANUEL MOURET;484;3343;2019-11-07;2019-11-07
2020-29;OLIVIER DAHAN;724;3510;2020-01-04;2020-01-04
2016-336;MARTIN WOOD;532;4150;2016-11-28;2016-11-28
2016-766;ÖZGÜR YILDIZ;199;3513;2016-01-15;2016-01-15
2019-1528;EMMANUEL MOURET;484;2925;2019-11-07;2019-11-07
2018-892;Julius Berg;620;4224;2018-07-30;2018-07-30
2020-40;Régis Roinsard;224;740;2020-02-10;2020-02-10
2016-1886;DOMINIC SAVAGE;765;4364;2016-10-20;2016-10-20
2016-768;LEONOR SERRAILLE;328;3117;2016-02-19;2016-02-19
2019-1534;Christian Schwochow;319;3706;2019-11-12;2019-11-12
2018-913;Elia Suleiman;311;4193;2018-08-07;2018-08-07
2020-56;EVE DEBOISE;642;5304;2020-02-04;2020-02-04
2016-1936;NAIDRA AYADI;467;5451;2016-12-12;2016-12-12
2016-773;VIRGINE SCSWARTZ;529;358;2016-11-03;2016-11-03
2018-886;Elia Suleiman;311;4208;2018-07-31;2018-07-31
2019-224;NonStop Produções;844;1225;2019-02-27;2019-02-27
2016-1307;YANN GOZLAN;105;4433;2016-10-05;2016-10-05
2016-1938;ERIC ROCHANT;433;230;2016-01-14;2016-01-14
2016-788;SOU ABADI;128;4431;2016-05-31;2016-05-31
2018-902;Julis Berge - Philippe Larue;620;4559;2018-07-31;2018-07-31
2019-555;ANTOINE CHEVROLLIER;80;3713;2019-06-14;2019-06-15
2016-1326;LISA AZUELOS;175;172;2016-03-21;2016-03-21
2016-1952;MAXIME GOVARE;338;3763;2016-10-04;2016-10-04
2016-800;LEA MAZER;594;2550;2016-04-25;2016-04-27
2019-186;Roman Polanski;313;4257;2019-02-21;2019-02-22
2019-569;Damien Chazelle;764;3325;2019-06-04;2019-06-04
2016-1328;ADITYA CHOPRA;82;3728;2016-04-27;2016-04-27
2016-1968;JEANNE HERRY;2;5087;2016-09-29;2016-09-29
2016-2314;LEONOR SERRAILLE;328;5441;2016-02-11;2016-02-11
2019-551;Damien Chazelle;764;4426;2019-05-27;2019-05-29
2019-585;Elsa Bennett et Hippolyte Dard;358;1239;2019-06-06;2019-06-06
2016-1334;TONIE MARSHALL;609;4938;2016-10-18;2016-10-18
2016-1969;JEANNE HERRY;2;3819;2016-09-29;2016-09-29
2016-2347;PHILIPPE GARREL;351;5039;2016-07-29;2016-07-29
2019-573;PIERRE AKNINE;810;2290;2019-05-31;2019-05-31
2019-1550;Christopher Thompson;756;2761;2019-11-19;2019-11-22
2016-1350;RACHID HAMI;405;3287;2016-06-23;2016-06-23
2020-552;David et Stéphane FOENKINOS;490;963;2020-09-21;2020-09-22
2020-856;Philippe Le Guay;406;1112;2020-11-17;2020-11-17
2019-580;PHILIPPE LEFEBVRE;240;4234;2019-06-07;2019-06-07
2019-1555;Jim Bagdonas;579;2789;2019-11-15;2019-11-15
2016-1353;DOMINIC SAVAGE;765;4560;2016-10-19;2016-10-19
2020-560;Charles Van Tieghem;265;3568;2020-10-02;2020-10-03
2020-857;Philippe Le Guay;406;326;2020-11-17;2020-11-17
2017-77;Philippe MECHELEN / Julien HERVE;440;3638;2017-03-02;2017-03-02
2019-1577;;726;524;2019-11-22;2019-11-23
2016-1356;ARNAULD MERCADIER;169;4766;2016-03-31;2016-03-31
2020-563;Gabriel Julien Laferrière;108;3303;2020-10-07;2020-10-08
2020-903;JEROME COMMANDEUR;309;2356;2020-11-23;2020-11-23
2017-84;ZABOU BREITMAN;149;1407;2017-03-02;2017-03-02
2019-1579;Darren Star;222;4395;2019-11-13;2019-11-13
2016-1379;RACHID HAMI;405;1596;2016-06-17;2016-06-17
2020-568;JULIUS BERG;862;2438;2020-10-05;2020-10-06
2016-858;EMMANUEL FINKIEL;388;5084;2016-08-30;2016-08-30
2017-96;Benoît JACQUOT;236;1457;2017-03-03;2017-03-03
2016-2585;DOMINIC SAVAGE;765;4632;2016-10-19;2016-10-19
2016-1382;REEM KHERICI;336;3210;2016-08-18;2016-08-18
2020-593;Niels Arden Oplev;700;4725;2020-10-15;2020-10-15
2016-878;JEAN PIERRE AMERIS;322;2343;2016-12-09;2016-12-09
2016-2583;VALERIE LEMERCIER;557;1658;2016-04-12;2016-04-12
2016-2600;ETIENNE COMAR;205;2713;2016-03-03;2016-03-03
2020-57;EVE DEBOISE;642;1751;2020-02-07;2020-02-07
2020-600;Stevan Lee Mraovitch;195;369;2020-10-08;2020-10-08
2016-2388;MAURICE BARTHELEMY;489;3682;2016-09-28;2016-09-28
2016-2616;CHARLOTTE BRANDSTROM;358;356;2016-07-04;2016-07-04
2017-107;;173;2120;2017-03-13;2017-03-13
2020-72;Antoine GARCEAU - Marc FITOUSSI;204;3371;2020-02-06;2020-02-06
2019-1641;;726;4857;2019-11-27;2019-11-27
2016-2406;ARNAUD MALHERBE;127;1651;2016-06-21;2016-06-21
2016-2619;LIU CHUN-CHIEN;521;5331;2016-12-13;2016-12-13
2017-109;Eric Woreth;358;4992;2017-03-30;2017-03-31
2020-127;Christophe Barratier;231;4415;2020-02-26;2020-02-26
2019-1645;Leila Bouzid;827;2998;2019-12-06;2019-12-06
2016-2453;HALL HARTLEY;685;4967;2016-08-05;2016-08-05
2017-118;Eric Woreth;358;4945;2017-03-31;2017-03-31
2017-117;Eric Woreth;358;4133;2017-03-31;2017-03-31
2020-129;ANNE DEPETRINI;83;5316;2020-02-26;2020-02-26
2019-1658;Tien-Jen HUANG;720;5395;2019-11-26;2019-12-01
2016-2470;OLIVIER MEYS;93;4828;2016-10-04;2016-10-04
2017-186;Jean-philippe Gaud;752;4040;2017-04-07;2017-04-07
2017-188;;802;4729;2017-03-16;2017-03-17
2020-133;OLIVIER NAKACHE - ERIC TOLEDANO - PIERRE SALVADORI - MATHIEU VADEPIED - NICOLAS PARISIER;227;410;2020-03-03;2020-03-04
2019-1659;Tien-Jen HUANG;720;4915;2019-11-26;2019-12-01
2016-2475;EDOUARD DELUC;272;4531;2016-12-08;2016-12-08
2017-202;ZHANG BO LI;719;2812;2017-03-25;2017-03-25
2017-212;Manuel Laigre;201;3165;2017-03-23;2017-03-23
2016-1393;VINCENT JAMAIN;667;3188;2016-04-13;2016-04-14
2018-1033;Marilou Berry;677;2670;2018-09-10;2018-09-11
2020-942;Valérie Urrea et Nathalie Masduraud;283;5016;2020-11-29;2020-11-29
2017-233;Sergi Portabella;325;5069;2017-04-10;2017-04-10
2017-218;MIA ENGBERG;536;3517;2017-03-31;2017-04-01
2016-1406;MAXIME GOVARE;338;4024;2016-09-27;2016-09-27
2018-1035;Matt bloom, Ronan Burke, Robert Burke;632;3786;2018-09-12;2018-09-12
2020-951;JULIEN RAMBALDI;492;2266;2020-11-24;2020-11-24
2017-250;ELEONORE POURRIAT;318;3255;2017-03-31;2017-03-31
2017-225;CECILIA ROUAUD;91;4327;2017-04-10;2017-04-11
2016-1413;ADITYA CHOPRA;82;1755;2016-05-24;2016-05-25
2018-1046;Matt bloom, Ronan Burke;632;2261;2018-09-04;2018-09-04
2020-976;Kilian Riedhof;854;3600;2020-12-11;2020-12-11
2017-16;Philippe MECHELEN / Julien HERVE;440;2416;2017-03-01;2017-03-01
2017-243;ELEONORE POURRIAT;318;939;2017-03-30;2017-03-30
2016-1422;DEARBHLA WALSH;763;4429;2016-03-30;2016-03-30
2018-1047;Matt bloom, Ronan Burke;632;4102;2018-09-07;2018-09-07
2016-903;FRED GARSON;498;3227;2016-04-15;2016-04-15
2017-65;Nicolas Guicheteau;588;5466;2017-03-09;2017-03-09
2017-25;Stéphane et David FOENKINOS;317;5245;2017-02-22;2017-02-22
2016-1425;CHANG KEUN CHUN;770;3292;2016-10-19;2016-10-19
2016-403;FREDERIC MERMOUD;229;1568;2016-10-31;2016-10-31
2016-908;CHRISTOPHE CAMPOS;153;1416;2016-09-09;2016-09-09
2017-306;Pape Amadou SY;682;5223;2017-04-22;2017-04-22
2017-28;Stéphane et David FOENKINOS;317;3995;2017-02-22;2017-02-22
2016-1488;THOMAS LANGMANN;737;4658;2016-09-08;2016-09-08
2016-418;HECTOR CABELLO REYES;804;4371;2016-03-06;2016-03-06
2016-955;ANDRE TECHINE;605;5162;2016-08-29;2016-08-29
2017-316;ELEONORE POURRIAT;318;121;2017-04-21;2017-04-21
2017-47;MIKAEL BUCH;722;4620;2017-03-15;2017-03-15
2020-188;Gabriel Julien Laférriere;159;2015;2020-03-13;2020-03-13
2016-474;FREDERIC JARDIN;229;5411;2016-07-30;2016-07-30
2016-958;NOVEMIE LVOVSKY;189;857;2016-04-04;2016-04-07
2017-353;Mikhael Hers;44;1686;2017-08-09;2017-08-09
2017-50;MIKAEL BUCH;722;5265;2017-03-17;2017-03-18
2016-1534;CHANG KEUN CHUN;770;4118;2016-10-13;2016-10-13
2016-496;GUILLAUME CANET;273;3105;2016-02-23;2016-02-23
2016-959;ERICK ZONCA;258;2196;2016-05-02;2016-05-02
2017-270;ELEONORE POURRIAT;318;3144;2017-04-05;2017-04-06
2017-304;Christopher Mac Quarrie;274;4389;2017-04-23;2017-04-23
2016-1547;COLOMBE SAVIGNAC;459;1697;2016-08-05;2016-08-05
2016-1997;LIU CHUN-CHIEN;521;1076;2016-12-12;2016-12-12
2016-2494;AUDREY DANA;718;4679;2016-02-24;2016-02-24
2017-278;Christopher Mac Quarrie;274;683;2017-04-08;2017-04-08
2017-319;Thomas Lilti;660;1114;2017-05-15;2017-05-15
2016-1583;MANUEL BOURSINHAC;602;2839;2016-01-05;2016-01-05
2016-2015;ETIENNE COMAR;205;490;2016-04-25;2016-04-25
2016-2535;TONIE MARSHALL;609;2858;2016-10-26;2016-10-26
2017-289;;802;4074;2017-04-13;2017-04-14
2017-336;Mikhael Hers;44;4492;2017-08-25;2017-08-26
2020-212;IGOR GOTESMAN;242;1525;2020-05-19;2020-05-19
2020-635;Valérie Donzelli;603;2847;2020-10-13;2020-10-17
2016-2572;ERICK ZONCA;258;3850;2016-05-04;2016-05-04
2017-142;Rachid Bouchareb;85;1019;2017-03-23;2017-03-23
2017-137;ALEXANDRA LECLERE;271;403;2017-03-23;2017-03-23
2020-221;FRED CAVAYÉ;32;2829;2020-05-21;2020-05-29
2020-652;Gabriel Julien Laferrière;108;4229;2020-10-14;2020-10-14
